ENST00000447771	0
ENST00000329451	2
ENST00000570330	41
ENST00000374450	50
ENST00000529099	13
ENST00000356607	1
ENST00000578434	0
ENST00000547247	0
ENST00000590856	19
ENST00000264972	0
ENST00000473730	0
ENST00000444836	0
ENST00000595541	1
ENST00000583127	0
ENST00000466707	0
ENST00000512242	0
ENST00000600987	0
ENST00000304581	0
ENST00000517393	1
ENST00000297347	45
ENST00000420411	4
ENST00000258455	0
ENST00000216185	37
ENST00000510979	2
ENST00000490121	2
ENST00000481522	0
ENST00000493867	3
ENST00000470209	1
ENST00000487131	0
ENST00000589060	0
ENST00000599097	0
ENST00000407911	0
ENST00000357360	10
ENST00000315436	8
ENST00000622960	0
ENST00000228740	32
ENST00000638069	0
ENST00000426126	15
ENST00000467041	1
ENST00000421694	4
ENST00000506317	0
ENST00000465694	5
ENST00000368302	4
ENST00000221232	24
ENST00000375976	57
ENST00000522321	0
ENST00000463233	12
ENST00000618406	0
ENST00000444214	9
ENST00000511161	0
ENST00000503196	0
ENST00000611722	8
ENST00000537421	2
ENST00000567038	6
ENST00000371377	0
ENST00000391762	9
ENST00000375069	6
ENST00000479961	4
ENST00000230124	12
ENST00000460291	0
ENST00000483805	0
ENST00000446987	1
ENST00000467301	13
ENST00000489372	1
ENST00000466126	0
ENST00000561569	38
ENST00000368149	0
ENST00000359681	51
ENST00000591725	0
ENST00000488381	0
ENST00000505236	16
ENST00000343004	1
ENST00000441657	0
ENST00000620430	3
ENST00000360416	1
ENST00000491010	1
ENST00000377485	1
ENST00000478641	4
ENST00000357949	56
ENST00000527670	1
ENST00000547165	0
ENST00000525513	0
ENST00000549184	0
ENST00000465601	1
ENST00000498738	1
ENST00000457540	41
ENST00000361696	6
ENST00000488329	0
ENST00000474426	4
ENST00000373053	0
ENST00000617586	0
ENST00000552576	1
ENST00000581412	6
ENST00000447318	9
ENST00000379328	0
ENST00000486652	0
ENST00000607836	0
ENST00000476883	0
ENST00000377045	38
ENST00000448552	4
ENST00000360110	3
ENST00000564502	0
ENST00000467105	5
ENST00000428336	1
ENST00000430411	1
ENST00000622509	0
ENST00000216124	110
ENST00000354678	0
ENST00000577436	3
ENST00000295956	0
ENST00000536549	0
ENST00000614565	0
ENST00000592633	2
ENST00000478777	0
ENST00000355773	4
ENST00000576573	2
ENST00000533723	1
ENST00000419868	0
ENST00000379019	43
ENST00000421731	6
ENST00000521675	0
ENST00000586092	26
ENST00000469235	0
ENST00000354179	0
ENST00000552771	0
ENST00000329331	2
ENST00000397311	29
ENST00000545046	0
ENST00000612839	36
ENST00000575397	0
ENST00000575111	73
ENST00000485186	1
ENST00000602243	4
ENST00000414722	0
ENST00000559943	6
ENST00000375812	0
ENST00000367590	1
ENST00000498114	2
ENST00000557912	6
ENST00000410022	7
ENST00000470635	0
ENST00000256592	0
ENST00000609670	0
ENST00000366446	1
ENST00000499370	59
ENST00000404621	6
ENST00000377960	198
ENST00000549373	0
ENST00000503665	0
ENST00000564191	0
ENST00000591415	4
ENST00000432340	0
ENST00000548322	1
ENST00000495497	0
ENST00000568674	509
ENST00000485363	1
ENST00000560013	0
ENST00000558857	5
ENST00000525550	3
ENST00000284727	4
ENST00000588776	1
ENST00000290277	0
ENST00000460577	0
ENST00000483903	1
ENST00000521953	3
ENST00000565877	3
ENST00000370032	1
ENST00000620554	17
ENST00000378251	7
ENST00000534138	2
ENST00000542136	0
ENST00000360806	1
ENST00000521420	0
ENST00000435082	1
ENST00000589881	0
ENST00000558566	15
ENST00000519802	11
ENST00000321599	7
ENST00000533444	7
ENST00000461314	2
ENST00000427274	0
ENST00000394334	18
ENST00000564553	0
ENST00000401418	15
ENST00000487399	0
ENST00000481997	133
ENST00000487178	0
