ENST00000447771	5
ENST00000329451	1
ENST00000570330	13
ENST00000374450	28
ENST00000529099	1
ENST00000356607	1
ENST00000578434	6
ENST00000547247	1
ENST00000590856	38
ENST00000264972	6
ENST00000473730	0
ENST00000444836	2
ENST00000595541	12
ENST00000583127	17
ENST00000466707	4
ENST00000512242	4
ENST00000600987	0
ENST00000304581	0
ENST00000517393	1
ENST00000297347	45
ENST00000420411	2
ENST00000258455	0
ENST00000216185	10
ENST00000510979	5
ENST00000490121	8
ENST00000481522	1
ENST00000493867	2
ENST00000470209	3
ENST00000487131	2
ENST00000589060	2
ENST00000599097	1
ENST00000407911	9
ENST00000357360	0
ENST00000315436	15
ENST00000622960	1
ENST00000228740	79
ENST00000638069	11
ENST00000426126	43
ENST00000467041	3
ENST00000421694	16
ENST00000506317	0
ENST00000465694	0
ENST00000368302	1
ENST00000221232	50
ENST00000375976	27
ENST00000522321	0
ENST00000463233	18
ENST00000618406	0
ENST00000444214	1
ENST00000511161	2
ENST00000503196	15
ENST00000611722	0
ENST00000537421	8
ENST00000567038	62
ENST00000371377	2
ENST00000391762	2
ENST00000375069	7
ENST00000479961	7
ENST00000230124	26
ENST00000460291	0
ENST00000483805	2
ENST00000446987	3
ENST00000467301	31
ENST00000489372	24
ENST00000466126	1
ENST00000561569	79
ENST00000368149	1
ENST00000359681	31
ENST00000591725	3
ENST00000488381	0
ENST00000505236	11
ENST00000343004	2
ENST00000441657	2
ENST00000620430	17
ENST00000360416	10
ENST00000491010	2
ENST00000377485	1
ENST00000478641	3
ENST00000357949	42
ENST00000527670	20
ENST00000547165	2
ENST00000525513	6
ENST00000549184	0
ENST00000465601	2
ENST00000498738	4
ENST00000457540	47
ENST00000361696	6
ENST00000488329	0
ENST00000474426	0
ENST00000373053	10
ENST00000617586	0
ENST00000552576	1
ENST00000581412	0
ENST00000447318	5
ENST00000379328	0
ENST00000486652	6
ENST00000607836	1
ENST00000476883	12
ENST00000377045	53
ENST00000448552	8
ENST00000360110	9
ENST00000564502	1
ENST00000467105	6
ENST00000428336	2
ENST00000430411	1
ENST00000622509	6
ENST00000216124	71
ENST00000354678	2
ENST00000577436	7
ENST00000295956	0
ENST00000536549	2
ENST00000614565	0
ENST00000592633	0
ENST00000478777	49
ENST00000355773	6
ENST00000576573	3
ENST00000533723	1
ENST00000419868	1
ENST00000379019	138
ENST00000421731	0
ENST00000521675	0
ENST00000586092	30
ENST00000469235	11
ENST00000354179	2
ENST00000552771	3
ENST00000329331	0
ENST00000397311	4
ENST00000545046	2
ENST00000612839	25
ENST00000575397	0
ENST00000575111	76
ENST00000485186	7
ENST00000602243	19
ENST00000414722	2
ENST00000559943	11
ENST00000375812	0
ENST00000367590	5
ENST00000498114	0
ENST00000557912	2
ENST00000410022	3
ENST00000470635	4
ENST00000256592	0
ENST00000609670	20
ENST00000366446	3
ENST00000499370	93
ENST00000404621	13
ENST00000377960	492
ENST00000549373	0
ENST00000503665	12
ENST00000564191	5
ENST00000591415	1
ENST00000432340	1
ENST00000548322	12
ENST00000495497	2
ENST00000568674	210
ENST00000485363	0
ENST00000560013	3
ENST00000558857	36
ENST00000525550	13
ENST00000284727	1
ENST00000588776	1
ENST00000290277	5
ENST00000460577	3
ENST00000483903	9
ENST00000521953	1
ENST00000565877	0
ENST00000370032	2
ENST00000620554	8
ENST00000378251	10
ENST00000534138	3
ENST00000542136	2
ENST00000360806	2
ENST00000521420	1
ENST00000435082	0
ENST00000589881	1
ENST00000558566	2
ENST00000519802	0
ENST00000321599	27
ENST00000533444	4
ENST00000461314	4
ENST00000427274	1
ENST00000394334	22
ENST00000564553	2
ENST00000401418	0
ENST00000487399	1
ENST00000481997	212
ENST00000487178	3
ENST00000588290	1
ENST00000368018	6
ENST00000223023	1
ENST00000360244	49
ENST00000482565	6
ENST00000380412	5
ENST00000446293	4
ENST00000594139	0
ENST00000243052	6
ENST00000424349	55
ENST00000507915	36
ENST00000531375	0
ENST00000223145	6
ENST00000600194	68
ENST00000533223	1
ENST00000484762	41
ENST00000272249	4
ENST00000467054	0
ENST00000499023	4
ENST00000615564	12
ENST00000597836	3
ENST00000475364	11
ENST00000361272	6
ENST00000507415	1
ENST00000564703	2
ENST00000216456	4
ENST00000484527	108
ENST00000366777	25
ENST00000485386	21
ENST00000609683	1
ENST00000488227	0
ENST00000558247	0
ENST00000567325	0
ENST00000564996	12
ENST00000370885	1
ENST00000510118	0
ENST00000584469	6
ENST00000271638	3752
ENST00000320548	0
ENST00000453452	4
ENST00000615299	0
ENST00000594217	6
ENST00000626827	0
ENST00000547526	1
ENST00000554014	16
ENST00000444444	2
ENST00000596311	48
ENST00000410108	23
ENST00000418850	1
ENST00000433633	6
ENST00000519504	1
ENST00000593905	1
ENST00000448245	2
ENST00000357443	2
ENST00000636079	1
ENST00000401041	2
ENST00000586242	0
ENST00000487971	1
ENST00000530401	0
ENST00000527176	0
ENST00000619021	3
ENST00000238616	13
ENST00000439308	1
ENST00000494066	1
ENST00000550988	2
ENST00000347486	18
ENST00000503979	4
ENST00000439775	1
ENST00000452799	1
ENST00000624682	0
ENST00000475035	0
ENST00000442336	6
ENST00000398238	6
ENST00000470877	1
ENST00000525707	5
ENST00000487313	1
ENST00000471354	0
ENST00000563130	1
ENST00000312349	0
ENST00000285106	22
ENST00000515322	2
ENST00000451500	25
ENST00000610177	0
ENST00000474214	1
ENST00000521154	3
ENST00000532999	2
ENST00000373808	0
ENST00000550021	0
ENST00000338560	10
ENST00000376755	24
ENST00000200457	11
ENST00000492001	7
ENST00000506230	2
ENST00000396013	5
ENST00000353999	40
ENST00000568064	16
ENST00000489186	42
ENST00000497591	0
ENST00000559255	289
ENST00000373316	172
ENST00000427820	0
ENST00000525266	0
ENST00000453833	3
ENST00000368457	3
ENST00000586025	3
ENST00000491895	1
ENST00000564630	7
ENST00000433868	0
ENST00000624637	0
ENST00000459858	2
ENST00000552978	6
ENST00000589739	47
ENST00000549725	3
ENST00000493238	2
ENST00000587637	2
ENST00000534375	4
ENST00000463083	3
ENST00000462569	0
ENST00000474315	6
ENST00000485982	1
ENST00000554619	1
ENST00000493023	3
ENST00000585266	16
ENST00000561026	4
ENST00000441146	15
ENST00000353107	6
ENST00000436757	29
ENST00000307845	111
ENST00000452151	0
ENST00000568043	9
ENST00000486420	1
ENST00000620971	1
ENST00000560030	7
ENST00000535501	1
ENST00000443891	5
ENST00000600480	29
ENST00000394224	46
ENST00000545280	0
ENST00000619902	0
ENST00000558844	0
ENST00000467279	6
ENST00000508473	2
ENST00000601746	0
ENST00000419854	2
ENST00000370406	1
ENST00000628863	1
ENST00000428683	1
ENST00000578201	0
ENST00000321358	105
ENST00000513746	1
ENST00000549613	8
ENST00000487389	1
ENST00000503441	1
ENST00000554101	3
ENST00000554406	2
ENST00000551405	4
ENST00000483099	2
ENST00000281146	4
ENST00000263856	37
ENST00000471698	17
ENST00000340957	4
ENST00000053468	3
ENST00000600065	1
ENST00000550125	0
ENST00000233143	1053
ENST00000529985	8
ENST00000530109	1
ENST00000440088	3
ENST00000511075	12
ENST00000488228	2
ENST00000449194	0
ENST00000608000	2
ENST00000435068	0
ENST00000590402	0
ENST00000366997	24
ENST00000529517	1
ENST00000472876	2
ENST00000465203	0
ENST00000391973	13
ENST00000529543	0
ENST00000468686	2
ENST00000235150	74
ENST00000325167	7
ENST00000529920	8
ENST00000428361	8
ENST00000588014	3
ENST00000488639	1
ENST00000539387	0
ENST00000372805	563
ENST00000480412	1
ENST00000330287	2
ENST00000630307	1
ENST00000571831	1
ENST00000557307	1
ENST00000597467	3
ENST00000592813	2
ENST00000619462	11
ENST00000413656	0
ENST00000378312	0
ENST00000479522	2
ENST00000586889	3
ENST00000473459	7
ENST00000395040	1
ENST00000484991	0
ENST00000530915	6
ENST00000466550	3
ENST00000573985	0
ENST00000413432	0
ENST00000563753	1
ENST00000539970	1
ENST00000511391	5
ENST00000588299	1
ENST00000368576	2
ENST00000531620	7
ENST00000488236	0
ENST00000470180	1
ENST00000334318	0
ENST00000367379	6
ENST00000421367	3
ENST00000606771	20
ENST00000540725	2
ENST00000534486	6
ENST00000462363	69
ENST00000262866	2
ENST00000547626	2
ENST00000409262	33
ENST00000254695	16
ENST00000611260	1
ENST00000557510	59
ENST00000544254	0
ENST00000368934	0
ENST00000439680	3
ENST00000563315	4
ENST00000292314	24
ENST00000422933	2
ENST00000372157	4
ENST00000580748	1
ENST00000424279	26
ENST00000533893	0
ENST00000593912	0
ENST00000618759	0
ENST00000369937	26
ENST00000585893	1
ENST00000602117	5
ENST00000552309	3
ENST00000008527	2
ENST00000414474	3
ENST00000438202	0
ENST00000588032	1
ENST00000413135	1
ENST00000621805	4
ENST00000308511	7
ENST00000482209	6
ENST00000493394	0
ENST00000443316	0
ENST00000388712	1
ENST00000560993	10
ENST00000310776	2
ENST00000409510	3
ENST00000261482	0
ENST00000428413	1
ENST00000397668	0
ENST00000552914	0
ENST00000486685	0
ENST00000233202	150
ENST00000268756	3
ENST00000381796	0
ENST00000591099	2
ENST00000587498	0
ENST00000525582	8
ENST00000565975	0
ENST00000598355	24
ENST00000526460	15
ENST00000524161	2
ENST00000366645	0
ENST00000366974	3
ENST00000488180	1
ENST00000534517	14
ENST00000254821	8
ENST00000567670	12
ENST00000311101	2
ENST00000261401	58
ENST00000596788	6
ENST00000548222	0
ENST00000543426	0
ENST00000524662	1
ENST00000351298	2
ENST00000416952	2
ENST00000593256	17
ENST00000437791	13
ENST00000555275	16
ENST00000633438	3
ENST00000443387	0
ENST00000467168	73
ENST00000486564	0
ENST00000483825	0
ENST00000572732	0
ENST00000555997	11
ENST00000529259	72
ENST00000216879	56
ENST00000455757	1
ENST00000368921	44
ENST00000415493	0
ENST00000348411	1
ENST00000397048	0
ENST00000225724	3
ENST00000547744	9
ENST00000257572	2
ENST00000592433	1
ENST00000016171	7
ENST00000451237	0
ENST00000515202	4
ENST00000497544	0
ENST00000421918	4
ENST00000549939	3
ENST00000463839	8
ENST00000571874	5
ENST00000392547	365
ENST00000610193	0
ENST00000415905	3
ENST00000604202	2
ENST00000504432	2
ENST00000412869	10
ENST00000507131	9
ENST00000299366	1
ENST00000438295	1
ENST00000475238	3
ENST00000262139	18
ENST00000266022	27
ENST00000351233	9
ENST00000082468	34
ENST00000380121	3
ENST00000447944	3
ENST00000390551	7
ENST00000403290	27
ENST00000341222	49
ENST00000256367	27
ENST00000464863	3
ENST00000397515	1
ENST00000490347	2
ENST00000553916	6
ENST00000368890	3
ENST00000302017	156
ENST00000558285	0
ENST00000066544	2
ENST00000466805	0
ENST00000367355	0
ENST00000603346	9
ENST00000483084	4
ENST00000377060	0
ENST00000534464	51
ENST00000466300	1
ENST00000635779	0
ENST00000558319	2
ENST00000236671	95
ENST00000327877	15
ENST00000531188	1
ENST00000377424	1
ENST00000259803	4
ENST00000542032	0
ENST00000621835	18
ENST00000555002	5
ENST00000226004	8
ENST00000484358	8
ENST00000615107	135
ENST00000529492	5
ENST00000603289	0
ENST00000311234	15
ENST00000470353	0
ENST00000453793	24
ENST00000599722	17
ENST00000449610	2
ENST00000560655	0
ENST00000427190	5
ENST00000507591	11
ENST00000478247	10
ENST00000543941	2
ENST00000486763	0
ENST00000367525	0
ENST00000360506	0
ENST00000331495	425
ENST00000454815	2
ENST00000444995	1
ENST00000588523	42
ENST00000526869	3
ENST00000532074	35
ENST00000409202	45
ENST00000553002	1
ENST00000484202	4
ENST00000588393	84
ENST00000371248	3
ENST00000513906	3
ENST00000422706	19
ENST00000488775	0
ENST00000429579	0
ENST00000460206	0
ENST00000511637	1
ENST00000593572	1
ENST00000521918	1
ENST00000479999	1
ENST00000460049	19
ENST00000421735	2
ENST00000541346	96
ENST00000464720	3
ENST00000569482	2
ENST00000258796	10
ENST00000445933	2
ENST00000409368	0
ENST00000525200	0
ENST00000592526	0
ENST00000526546	3
ENST00000467246	15
ENST00000606909	156
ENST00000420397	1
ENST00000577837	2
ENST00000528887	0
ENST00000326232	22
ENST00000579197	9
ENST00000306645	52
ENST00000393045	3
ENST00000399837	3
ENST00000514183	1
ENST00000577846	2
ENST00000300730	0
ENST00000462745	16
ENST00000543406	7
ENST00000562415	3
ENST00000369709	109
ENST00000431601	0
ENST00000264819	0
ENST00000589029	3
ENST00000451507	0
ENST00000422875	2
ENST00000530451	0
ENST00000244711	45
ENST00000607214	0
ENST00000420587	0
ENST00000215912	64
ENST00000522334	1
ENST00000361236	13
ENST00000397916	0
ENST00000449913	3
ENST00000262055	1
ENST00000483934	3
ENST00000510521	3
ENST00000399147	0
ENST00000403325	2
ENST00000493802	4
ENST00000532601	2509
ENST00000476391	9
ENST00000586206	0
ENST00000434600	14
ENST00000424479	2
ENST00000468322	0
ENST00000523466	1
ENST00000621364	1
ENST00000564988	1
ENST00000597274	1
ENST00000531013	1
ENST00000558012	121
ENST00000544805	3
ENST00000439052	6
ENST00000262027	86
ENST00000530897	0
ENST00000390285	1
ENST00000553292	0
ENST00000594140	0
ENST00000373800	23
ENST00000506182	0
ENST00000419267	0
ENST00000443957	3
ENST00000356091	99
ENST00000441708	3
ENST00000523699	1
ENST00000464595	17
ENST00000391910	35
ENST00000485803	1
ENST00000614832	4
ENST00000568312	3
ENST00000570104	1
ENST00000526409	2
ENST00000375802	2
ENST00000532383	6
