ENST00000447771	1
ENST00000329451	0
ENST00000570330	7
ENST00000374450	17
ENST00000529099	3
ENST00000356607	1
ENST00000578434	1
ENST00000547247	1
ENST00000590856	45
ENST00000264972	3
ENST00000473730	3
ENST00000444836	6
ENST00000595541	11
ENST00000583127	12
ENST00000466707	3
ENST00000512242	4
ENST00000600987	0
ENST00000304581	0
ENST00000517393	0
ENST00000297347	32
ENST00000420411	2
ENST00000258455	0
ENST00000216185	13
ENST00000510979	5
ENST00000490121	7
ENST00000481522	2
ENST00000493867	3
ENST00000470209	1
ENST00000487131	2
ENST00000589060	3
ENST00000599097	0
ENST00000407911	3
ENST00000357360	1
ENST00000315436	13
ENST00000622960	1
ENST00000228740	88
ENST00000638069	6
ENST00000426126	40
ENST00000467041	5
ENST00000421694	17
ENST00000506317	0
ENST00000465694	0
ENST00000368302	2
ENST00000221232	52
ENST00000375976	12
ENST00000522321	4
ENST00000463233	13
ENST00000618406	1
ENST00000444214	1
ENST00000511161	5
ENST00000503196	17
ENST00000611722	0
ENST00000537421	9
ENST00000567038	60
ENST00000371377	4
ENST00000391762	15
ENST00000375069	7
ENST00000479961	5
ENST00000230124	20
ENST00000460291	1
ENST00000483805	3
ENST00000446987	1
ENST00000467301	19
ENST00000489372	38
ENST00000466126	1
ENST00000561569	6
ENST00000368149	2
ENST00000359681	12
ENST00000591725	12
ENST00000488381	1
ENST00000505236	13
ENST00000343004	2
ENST00000441657	1
ENST00000620430	27
ENST00000360416	12
ENST00000491010	1
ENST00000377485	0
ENST00000478641	3
ENST00000357949	3
ENST00000527670	4
ENST00000547165	1
ENST00000525513	3
ENST00000549184	0
ENST00000465601	0
ENST00000498738	3
ENST00000457540	90
ENST00000361696	0
ENST00000488329	0
ENST00000474426	0
ENST00000373053	12
ENST00000617586	1
ENST00000552576	0
ENST00000581412	1
ENST00000447318	4
ENST00000379328	1
ENST00000486652	11
ENST00000607836	1
ENST00000476883	16
ENST00000377045	58
ENST00000448552	18
ENST00000360110	13
ENST00000564502	0
ENST00000467105	4
ENST00000428336	0
ENST00000430411	2
ENST00000622509	3
ENST00000216124	69
ENST00000354678	1
ENST00000577436	3
ENST00000295956	1
ENST00000536549	0
ENST00000614565	1
ENST00000592633	2
ENST00000478777	40
ENST00000355773	4
ENST00000576573	2
ENST00000533723	4
ENST00000419868	2
ENST00000379019	145
ENST00000421731	1
ENST00000521675	1
ENST00000586092	67
ENST00000469235	0
ENST00000354179	7
ENST00000552771	3
ENST00000329331	1
ENST00000397311	15
ENST00000545046	4
ENST00000612839	1
ENST00000575397	0
ENST00000575111	79
ENST00000485186	12
ENST00000602243	19
ENST00000414722	1
ENST00000559943	11
ENST00000375812	1
ENST00000367590	7
ENST00000498114	0
ENST00000557912	2
ENST00000410022	3
ENST00000470635	4
ENST00000256592	2
ENST00000609670	12
ENST00000366446	4
ENST00000499370	110
ENST00000404621	14
ENST00000377960	566
ENST00000549373	0
ENST00000503665	16
ENST00000564191	3
ENST00000591415	3
ENST00000432340	1
ENST00000548322	5
ENST00000495497	1
ENST00000568674	199
ENST00000485363	0
ENST00000560013	3
ENST00000558857	23
ENST00000525550	6
ENST00000284727	1
ENST00000588776	0
ENST00000290277	3
ENST00000460577	2
ENST00000483903	4
ENST00000521953	1
ENST00000565877	1
ENST00000370032	4
ENST00000620554	11
ENST00000378251	8
ENST00000534138	4
ENST00000542136	1
ENST00000360806	1
ENST00000521420	3
ENST00000435082	0
ENST00000589881	1
ENST00000558566	5
ENST00000519802	1
ENST00000321599	30
ENST00000533444	5
ENST00000461314	12
ENST00000427274	3
ENST00000394334	39
ENST00000564553	1
ENST00000401418	0
ENST00000487399	0
ENST00000481997	93
ENST00000487178	8
ENST00000588290	0
ENST00000368018	8
ENST00000223023	1
ENST00000360244	52
ENST00000482565	11
ENST00000380412	1
ENST00000446293	3
ENST00000594139	2
ENST00000243052	9
ENST00000424349	19
ENST00000507915	44
ENST00000531375	1
ENST00000223145	5
ENST00000600194	73
ENST00000533223	1
ENST00000484762	40
ENST00000272249	6
ENST00000467054	0
ENST00000499023	3
ENST00000615564	14
ENST00000597836	4
ENST00000475364	7
ENST00000361272	6
ENST00000507415	3
ENST00000564703	0
ENST00000216456	10
ENST00000484527	89
ENST00000366777	42
ENST00000485386	12
ENST00000609683	2
ENST00000488227	1
ENST00000558247	0
ENST00000567325	1
ENST00000564996	9
ENST00000370885	0
ENST00000510118	0
ENST00000584469	6
ENST00000271638	3235
ENST00000320548	0
ENST00000453452	2
ENST00000615299	0
ENST00000594217	11
ENST00000626827	13
ENST00000547526	3
ENST00000554014	33
ENST00000444444	4
ENST00000596311	50
ENST00000410108	22
ENST00000418850	2
ENST00000433633	4
ENST00000519504	1
ENST00000593905	3
ENST00000448245	2
ENST00000357443	3
ENST00000636079	1
ENST00000401041	3
ENST00000586242	2
ENST00000487971	1
ENST00000530401	2
ENST00000527176	0
ENST00000619021	0
ENST00000238616	13
ENST00000439308	2
ENST00000494066	1
ENST00000550988	2
ENST00000347486	19
ENST00000503979	1
ENST00000439775	2
ENST00000452799	1
ENST00000624682	46
ENST00000475035	0
ENST00000442336	163
ENST00000398238	5
ENST00000470877	3
ENST00000525707	3
ENST00000487313	1
ENST00000471354	2
ENST00000563130	1
ENST00000312349	1
ENST00000285106	14
ENST00000515322	4
ENST00000451500	33
ENST00000610177	0
ENST00000474214	2
ENST00000521154	0
ENST00000532999	0
ENST00000373808	19
ENST00000550021	0
ENST00000338560	10
ENST00000376755	84
ENST00000200457	6
ENST00000492001	6
ENST00000506230	2
ENST00000396013	2
ENST00000353999	127
ENST00000568064	19
ENST00000489186	43
ENST00000497591	0
ENST00000559255	224
ENST00000373316	200
ENST00000427820	0
ENST00000525266	1
ENST00000453833	9
ENST00000368457	4
ENST00000586025	3
ENST00000491895	0
ENST00000564630	9
ENST00000433868	0
ENST00000624637	2
ENST00000459858	4
ENST00000552978	6
ENST00000589739	47
ENST00000549725	3
ENST00000493238	7
ENST00000587637	2
ENST00000534375	8
ENST00000463083	3
ENST00000462569	1
ENST00000474315	6
ENST00000485982	2
ENST00000554619	1
ENST00000493023	2
ENST00000585266	19
ENST00000561026	2
ENST00000441146	11
ENST00000353107	18
ENST00000436757	25
ENST00000307845	68
ENST00000452151	1
ENST00000568043	5
ENST00000486420	0
ENST00000620971	0
ENST00000560030	6
ENST00000535501	0
ENST00000443891	2
ENST00000600480	39
ENST00000394224	30
ENST00000545280	1
ENST00000619902	1
ENST00000558844	1
ENST00000467279	6
ENST00000508473	4
ENST00000601746	3
ENST00000419854	3
ENST00000370406	3
ENST00000628863	0
ENST00000428683	3
ENST00000578201	0
ENST00000321358	114
ENST00000513746	3
ENST00000549613	7
ENST00000487389	1
ENST00000503441	2
ENST00000554101	71
ENST00000554406	2
ENST00000551405	7
ENST00000483099	2
ENST00000281146	4
ENST00000263856	97
ENST00000471698	20
ENST00000340957	1
ENST00000053468	4
ENST00000600065	1
ENST00000550125	1
ENST00000233143	577
ENST00000529985	5
ENST00000530109	1
ENST00000440088	3
ENST00000511075	13
ENST00000488228	2
ENST00000449194	0
ENST00000608000	0
ENST00000435068	0
ENST00000590402	0
ENST00000366997	24
ENST00000529517	1
ENST00000472876	0
ENST00000465203	2
ENST00000391973	0
ENST00000529543	0
ENST00000468686	1
ENST00000235150	104
ENST00000325167	9
ENST00000529920	3
ENST00000428361	9
ENST00000588014	1
ENST00000488639	0
ENST00000539387	0
ENST00000372805	608
ENST00000480412	1
ENST00000330287	3
ENST00000630307	1
ENST00000571831	1
ENST00000557307	0
ENST00000597467	2
ENST00000592813	3
ENST00000619462	18
ENST00000413656	0
ENST00000378312	0
ENST00000479522	2
ENST00000586889	3
ENST00000473459	7
ENST00000395040	0
ENST00000484991	0
ENST00000530915	11
ENST00000466550	4
ENST00000573985	0
ENST00000413432	0
ENST00000563753	0
ENST00000539970	3
ENST00000511391	24
ENST00000588299	3
ENST00000368576	1
ENST00000531620	6
ENST00000488236	4
ENST00000470180	0
ENST00000334318	6
ENST00000367379	12
ENST00000421367	8
ENST00000606771	8
ENST00000540725	1
ENST00000534486	7
ENST00000462363	74
ENST00000262866	4
ENST00000547626	3
ENST00000409262	57
ENST00000254695	26
ENST00000611260	1
ENST00000557510	10
ENST00000544254	1
ENST00000368934	0
ENST00000439680	3
ENST00000563315	5
ENST00000292314	8
ENST00000422933	2
ENST00000372157	2
ENST00000580748	2
ENST00000424279	7
ENST00000533893	3
ENST00000593912	1
ENST00000618759	0
ENST00000369937	22
ENST00000585893	2
ENST00000602117	13
ENST00000552309	10
ENST00000008527	3
ENST00000414474	2
ENST00000438202	0
ENST00000588032	4
ENST00000413135	1
ENST00000621805	4
ENST00000308511	4
ENST00000482209	1
ENST00000493394	1
ENST00000443316	0
ENST00000388712	1
ENST00000560993	5
ENST00000310776	3
